venue_name,venue_classification,use_at_games,current_status,games_year,host_city,host_country,award_year,precision,iso3c,gdp_per_capita,cpi_score,city_pop_thousands,city_pop_year_used,city_pop_year_gap
"Markopoulo Olympic
Shooting Centre",New build,Shooting,In use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
Sports Pavilion,New build,"Handball, taekwondo",In use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
"Peristeri Olympic
Boxing Hall",New build,Boxing,In use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
Olympic Hockey Centre,New build,Hockey,Not in use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
"Olympic Canoe/Kayak
Slalom Centre",New build,Canoe slalom,Not in use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
Goudi Olympic Hall,New build,"Badminton, modern
pentathlon (shooting,
fencing)",Not in use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
Helliniko Indoor Arena,New build,Basketball,Not in use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
"Nikaia Olympic
Weightlifting Hall",New build,Weightlifting,Not in use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
Olympic Baseball Centre,New build,Baseball,Not in use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
"Olympic Beach
Volleyball Centre",New build,Beach volleyball,Not in use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
"Olympic Softball
Stadium",New build,Softball,Not in use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
Olympic Village,New build,Athlete accommodation,In use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
"Vouliagmeni Olympic
Centre",Temporary,"Cycling (road), triathlon",Dismantled (temporary),2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
"Parnitha Olympic
Mountain Bike Venue",Temporary,Mountain bike,Dismantled (temporary),2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
Ancient Stadium,Existing,Athletics,In use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
"Pampeloponnisiako
Stadium",Existing,Football,In use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
Kaftantzoglio Stadium,Existing,Football,In use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
Panthessaliko Stadium,New build,Football,In use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
Pankritio Stadium,New build,Football,In use,2004,Athens,Greece,1997,exact,GRC,13015.9175046854,NA,3278.09,1997,0
"Fengtai Sports Centre
Softball Field",Existing,Softball,In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Yingdong Natatorium of National Olympic
Sports Centre",Existing,"Water polo, modern pentathlon (swimming)",In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Beijing Institute of
Technology (BIT)
Gymnasium",Existing,Volleyball,In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Beijing University
of Aeronautics and
Astronautics Gymnasium",Existing,Weightlifting,In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Beijing Workers’
Gymnasium",Existing,Boxing,In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Beijing Workers’
Stadium",Existing,Football,In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
Capital Gymnasium,Existing,Volleyball,In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Laoshan Mountain
Bike Course",Existing,Mountain bike,In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Olympic Sports Centre
(OSC) Gymnasium",Existing,Handball,In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Olympic Sports Centre
(OSC) Stadium",Existing,"Modern pentathlon
(running, equestrian)",In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Beijing University of
Technology (BJUT)
Gymnasium",New build,"Rhythmic gymnastics,
badminton",In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
National Indoor Stadium,New build,"Artistic gymnastics,
trampoline gymnastics,
handball",In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
National Stadium,New build,"Athletics, football,
Opening and Closing
Ceremonies",In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Shunyi Olympic Rowing-Canoeing Park – Rowing &
canoe sprint course",New build,"Rowing, canoe sprint,
swimming",In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
National Aquatics Centre,New build,"Swimming, diving, artistic
swimming, water polo",In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Beijing Olympic Green
Tennis Centre",New build,Tennis,In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
Laoshan Velodrome,New build,Cycling (track),In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Beijing Olympic
Basketball Arena",New build,Basketball,In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Beijing Science and
Technology University
(USTB) Gymnasium",New build,"Judo, taekwondo",In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Beijing Shooting
Range CTF",New build,Shooting,In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Beijing Shooting
Range Hall",New build,Shooting,In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"China Agricultural
University Gymnasium",New build,Wrestling,In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Peking University (PKU)
Gymnasium",New build,Table tennis,In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Shunyi Olympic Rowing-Canoeing Park – Canoe
slalom course",New build,Canoe slalom,In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
Beijing Olympic Village,New build,Athlete accommodation,In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Beijing Olympic Green
Hockey Stadium",Temporary,Hockey,Dismantled (temporary),2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Fencing Hall of National
Convention Centre",Temporary,"Fencing, modern
pentathlon (fencing)",Dismantled (temporary),2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Tiananmen Square
National Stadium
Marathon Course",Temporary,Athletics,Dismantled (temporary),2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Olympic Green
Archery Field",Temporary,Archery,Dismantled (temporary),2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
Road Cycling Course,Temporary,Cycling (road),Dismantled (temporary),2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
Triathlon Venue,Temporary,Triathlon,Dismantled (temporary),2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Wukesong
Baseball Field",Temporary,Baseball,Dismantled (temporary),2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Chaoyang Park Beach
Volleyball Ground",Temporary,Beach volleyball,Dismantled (temporary),2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Laoshan Bicycle Moto
Cross (BMX) Venue",Temporary,Cycling (BMX),In use (repurposed),2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Hong Kong Olympic
Equestrian Venue
(Beas River)",Existing,"Eventing, dressage,
jumping",In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
Shanghai Stadium,Existing,Football,In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Qingdao Olympic
Sailing Centre",New build,Sailing,In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Qinhuangdao Olympic
Sports Centre Stadium",New build,Football,In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Tianjin Olympic
Centre Stadium",New build,Football,In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
"Shenyang Olympic
Stadium",New build,Football,In use,2008,Beijing,China,2001,exact,CHN,1065.40597574519,NA,10054.678,2001,0
North Greenwich Arena,Existing,"Artistic gymnastics,
trampoline gymnastics,
basketball",In use,2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
Wembley Arena,Existing,"Rhythmic gymnastics,
badminton",In use,2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
Wimbledon,Existing,Tennis,In use,2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
"Earls Court
Exhibition Centre",Existing,Volleyball,Not in use (demolished),2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
ExCeL - North Arena 1,Existing,"Boxing, judo, fencing,
table tennis, taekwondo,
weightlifting, wrestling",In use,2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
Wembley Stadium,Existing,Football,In use,2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
"London Olympic
Stadium",New build,"Athletics, Opening and
Closing Ceremonies",In use,2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
London Aquatics Centre,New build,"Swimming, diving,
artistic swimming, modern
pentathlon (swimming)",In use,2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
"London 2012
Velodrome",New build,Cycling (track),In use,2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
"Lee Valley White
Water Centre",New build,Canoe slalom,In use,2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
Copper Box,New build,"Handball, modern
pentathlon (fencing)",In use,2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
East Village,New build,Athlete accommodation,In use,2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
BMX Track,Temporary,Cycling BMX,In use (repurposed),2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
Riverbank Arena,Temporary,Hockey,Dismantled (temporary),2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
Water Polo Arena,Temporary,Water polo,Dismantled (temporary),2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
Basketball Arena,Temporary,"Basketball, handball",Dismantled (temporary),2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
"Horse Guards Parade
Beach Volleyball Venue",Temporary,Beach volleyball,Dismantled (temporary),2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
Hyde Park,Temporary,"Triathlon, marathon
swimming",Dismantled (temporary),2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
Lord’s Cricket Ground,Temporary,Archery,Dismantled (temporary),2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
Royal Artillery Barracks,Temporary,Shooting,Dismantled (temporary),2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
The Mall,Temporary,"Marathon, race walk,
cycling (road)",Dismantled (temporary),2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
Greenwich Park,Temporary,"Jumping, dressage,
eventing, modern
pentathlon (equestrian,
running, shooting)",Dismantled (temporary),2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
Hampton Court Palace,Temporary,Cycling (road),Dismantled (temporary),2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
Hampden Park,Existing,Football,In use,2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
Millennium Stadium,Existing,Football,In use,2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
Old Trafford,Existing,Football,In use,2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
St James’ Park,Existing,Football,In use,2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
"City of Coventry
Stadium",Existing,Football,In use,2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
"Eton Dorney
Rowing Centre",Existing,"Rowing, canoe sprint",In use,2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
"Weymouth and
Portland",Existing,Sailing,In use,2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
Hadleigh Farm,New build,Mountain bike,In use,2012,London,United Kingdom,2005,exact,GBR,42240.2462987547,NA,7947.72,2005,0
"Rio Olympic Equestrian
Centre",Existing,"Eventing, dressage,
jumping",In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Rio Olympic Arena,Existing,"Artistic gymnastics,
rhythmic gymnastics,
trampoline gymnastics",In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Maracanã Stadium,Existing,"Football, Opening and
Closing Ceremonies",In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Rio Olympic Stadium,Existing,"Athletics, football",In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Lagoa Stadium,Existing,"Rowing, canoe sprint",In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
"Maria Lenk Aquatics
Centre",Existing,"Diving, artistic
swimming, water polo",In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Deodoro Aquatics Centre,Existing,"Modern pentathlon
(swimming)",In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
"Rio Olympic Shooting
Centre",Existing,Shooting,In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Riocentro - Pavilion 2,Existing,"Weightlifting, boxing,
table tennis, badminton",In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Sambódromo,Existing,"Archery, marathon",In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Maracanãzinho,Existing,Volleyball,In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Marina da Glória,Existing,Sailing,In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
"Rio Olympic Hockey
Centre",New build,Hockey,In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Rio Olympic Tennis Centre,New build,Tennis,In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Rio Olympic Velodrome,New build,Cycling (track),In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Whitewater Stadium,New build,Canoe slalom,In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Carioca Arena 1,New build,Basketball,In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Carioca Arena 2,New build,"Judo, wrestling",In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Carioca Arena 3,New build,"Fencing, taekwondo",In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Rio Olympic Golf Course,New build,Golf,In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Youth Arena,New build,"Basketball, modern
pentathlon (fencing)",In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Rio Olympic BMX Centre,New build,Cycling BMX,In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Rio Olympic Village,New build,Athlete accommodation,Not in use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Future Arena,Temporary,Handball,Dismantled (temporary),2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Mountain Bike Centre,Temporary,Mountain bike,In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
"Rio Olympic Aquatics
Stadium",Temporary,"Swimming, water polo",Dismantled (temporary),2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Beach Volleyball Arena,Temporary,Beach volleyball,Dismantled (temporary),2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Deodoro Stadium,Temporary,"Rugby, modern pentathlon
(running, shooting,
equestrian)",Dismantled (temporary),2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Fort Copacabana,Temporary,"Cycling (road), triathlon,
marathon swimming",Dismantled (temporary),2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Pontal,Temporary,"Cycling (road), race walk",Dismantled (temporary),2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
"Mané Garrincha
Stadium",Existing,Football,In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Mineirão,Existing,Football,In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Amazônia Arena,New build,Football,In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Corinthians Arena,New build,Football,In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Fonte Nova Arena,New build,Football,In use,2016,Rio de Janeiro,Brazil,2009,exact,BRA,8678.6592244676,NA,8926.759,2009,0
Olympic Stadium,New,"Opening and Closing
Ceremonies, Athletics,
Football",In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
"Tokyo Metropolitan
Gymnasium",Existing,Table Tennis,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Yoyogi National Stadium,Existing,Handball,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Nippon Budokan,Existing,"Judo, Karate",In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Tokyo International Forum,Existing,Weightlifting,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Kokugikan Arena,Existing,Boxing,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Equestrian Park,Existing,Equestrian,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
"Musashino Forest Sport
Plaza",New,"Badminton,
Modern Pentathlon",In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Tokyo Stadium,Existing,"Football, Rugby,
Modern Pentathlon",In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Musashinonomori Park,Temporary,Cycling,Dismantled (temporary),2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Ariake Arena,New,Volleyball,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Ariake Gymnastics Centre,Temporary,Gymnastics,In use (repurposed),2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Ariake Urban Sports Park,Temporary,"Cycling, Skateboarding",In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Ariake Tennis Park,Existing,Tennis,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Odaiba Marine Park,Temporary,"Aquatics, Triathlon",Dismantled (temporary),2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Shiokaze Park,Temporary,Volleyball,Dismantled (temporary),2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Aomi Urban Sports Park,Temporary,"3x3 Basketball,
Sport Climbing",Dismantled (temporary),2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
"Oi Central Seaside Park
Hockey Stadium",New,Hockey,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
"Sea Forest Cross-Country
Course",Temporary,Equestrian,Dismantled (temporary),2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Sea Forest Waterway,New,"Canoe, Rowing",In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
"Kasai Canoe Slalom
Centre",New,Canoe,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
"Yumenoshima Park
Archery Field",New,Archery,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Tokyo Aquatics Centre,New,Aquatics,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Tatsumi Water Polo Centre,Existing,Water Polo,In use (repurposed),2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Tokyo Olympic Village,New,Athlete accommodation,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Sapporo Odori Park,Temporary,"Marathon, Race Walking",Dismantled (temporary),2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Makuhari Messe Hall A,Existing,"Taekwondo, Wrestling",In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Makuhari Messe Hall B,Existing,Fencing,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Tsurigasaki Surfing Beach,Temporary,Surfing,Dismantled (temporary),2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Saitama Super Arena,Existing,Basketball,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Asaka Shooting Range,Temporary,Shooting,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
"Kasumigaseki Country
Club",Existing,Golf,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Enoshima Yacht Harbour,Existing,Sailing,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Izu Velodrome,Existing,Cycling,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Izu MTB Course,Existing,Cycling,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
"Fuji International
Speedway",Existing,Cycling,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
"Fukushima Azuma
Baseball Stadium",Existing,"Baseball, Softball",In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
"Yokohama Baseball
Stadium",Existing,"Baseball, Softball",In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Sapporo Dome,Existing,Football,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Miyagi Stadium,Existing,Football,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Ibaraki Kashima Stadium,Existing,Football,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
Saitama Stadium,Existing,Football,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
"International Stadium
Yokohama",Existing,Football,In use,2020,Tokyo,Japan,2013,exact,JPN,41369.1948479498,74,32885.497,2013,0
"Yanqing National Alpine
Skiing Centre",New,Alpine skiing,In use,2022,Beijing,China,2015,exact,CHN,8175.33285077393,37,15431.938,2015,0
"Yanqing National Sliding
Centre",New,"Bobsleigh, luge and
skeleton",In use,2022,Beijing,China,2015,exact,CHN,8175.33285077393,37,15431.938,2015,0
Yanqing Olympic Village,New,Athlete accommodation,In use,2022,Beijing,China,2015,exact,CHN,8175.33285077393,37,15431.938,2015,0
"Zhangjiakou National
Biathlon Centre",New,Biathlon,In use,2022,Beijing,China,2015,exact,CHN,8175.33285077393,37,15431.938,2015,0
"Zhangjiakou National
Cross-Country Skiing
Centre",New,"Cross-country skiing and
Nordic combined",In use,2022,Beijing,China,2015,exact,CHN,8175.33285077393,37,15431.938,2015,0
"Zhangjiakou National Ski
Jumping Centre",New,"Ski jumping and Nordic
combined",In use,2022,Beijing,China,2015,exact,CHN,8175.33285077393,37,15431.938,2015,0
Genting Snow Park,Existing,Alpine skiing,In use,2022,Beijing,China,2015,exact,CHN,8175.33285077393,37,15431.938,2015,0
"Zhangjiakou Olympic
Village",New,Athlete accommodation,In use,2022,Beijing,China,2015,exact,CHN,8175.33285077393,37,15431.938,2015,0
Big Air Shougang,New,"Snowboard and
freestyle skiing",In use,2022,Beijing,China,2015,exact,CHN,8175.33285077393,37,15431.938,2015,0
Capital Indoor Stadium,Existing,"Figure skating, Short track
speed skating",In use,2022,Beijing,China,2015,exact,CHN,8175.33285077393,37,15431.938,2015,0
"National Speed
Skating Oval",New,Speed skating,In use,2022,Beijing,China,2015,exact,CHN,8175.33285077393,37,15431.938,2015,0
National Aquatics Centre,Existing,Curling,In use,2022,Beijing,China,2015,exact,CHN,8175.33285077393,37,15431.938,2015,0
National Indoor Stadium,Existing,Ice hockey,In use,2022,Beijing,China,2015,exact,CHN,8175.33285077393,37,15431.938,2015,0
Wukesong Sports Centre,Existing,Ice hockey,In use,2022,Beijing,China,2015,exact,CHN,8175.33285077393,37,15431.938,2015,0
Beijing National Stadium,Existing,"Opening and Closing
Ceremonies",In use,2022,Beijing,China,2015,exact,CHN,8175.33285077393,37,15431.938,2015,0
"Beijing 2022 Olympic
Village",New,Athlete accommodation,In use,2022,Beijing,China,2015,exact,CHN,8175.33285077393,37,15431.938,2015,0
"Alpensia Olympic
Sliding Centre",New build,"Bobsleigh, luge
and skeleton",In use,2018,PyeongChang,South Korea,2011,exact,KOR,26175.2398553363,NA,NA,NA,NA
"PyeongChang
Olympic Village",New build,Athlete accommodation,In use,2018,PyeongChang,South Korea,2011,exact,KOR,26175.2398553363,NA,NA,NA,NA
